Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
2.923743e+01,1.177356e-01,-6.400496e+04,6.400496e+04,1.106672e+01,-1.748492e-03
2.935485e+01,1.162959e-01,-6.402580e+04,6.402580e+04,1.106704e+01,-2.116209e-03
2.947227e+01,1.223734e-01,-6.399857e+04,6.399857e+04,1.106662e+01,-1.623357e-03
2.958969e+01,1.152283e-01,-6.408204e+04,6.408204e+04,1.106792e+01,-1.448033e-03
2.970711e+01,1.125968e-01,-6.402305e+04,6.402305e+04,1.106700e+01,-1.021151e-03
2.982453e+01,1.267981e-01,-6.393237e+04,6.393237e+04,1.106558e+01,-1.690947e-04
2.994195e+01,1.333922e-01,-6.394128e+04,6.394128e+04,1.106572e+01,1.014433e-04
3.005937e+01,1.293773e-01,-6.395436e+04,6.395436e+04,1.106593e+01,-2.225579e-04
3.017679e+01,1.290068e-01,-6.400951e+04,6.400951e+04,1.106679e+01,1.138237e-03
3.029421e+01,1.402353e-01,-6.408285e+04,6.408285e+04,1.106793e+01,1.915377e-03
3.041163e+01,1.386212e-01,-6.401067e+04,6.401067e+04,1.106681e+01,1.624203e-03
3.052905e+01,1.436562e-01,-6.397390e+04,6.397390e+04,1.106623e+01,1.638736e-03
3.064646e+01,1.426563e-01,-6.405339e+04,6.405339e+04,1.106747e+01,1.481358e-03
3.076388e+01,1.372518e-01,-6.405412e+04,6.405412e+04,1.106748e+01,6.632142e-04
3.088130e+01,1.361074e-01,-6.405485e+04,6.405485e+04,1.106750e+01,7.373589e-04
3.099872e+01,1.318886e-01,-6.410885e+04,6.410885e+04,1.106834e+01,-1.140850e-04
3.111614e+01,1.256070e-01,-6.411499e+04,6.411499e+04,1.106843e+01,-1.872484e-03
3.123356e+01,1.220357e-01,-6.401160e+04,6.401160e+04,1.106682e+01,-2.643484e-03
3.135098e+01,1.177891e-01,-6.402109e+04,6.402109e+04,1.106697e+01,-2.654275e-03
3.146840e+01,1.093430e-01,-6.399148e+04,6.399148e+04,1.106651e+01,-1.835264e-03
3.158582e+01,1.078131e-01,-6.393045e+04,6.393045e+04,1.106555e+01,-5.198040e-04
3.170324e+01,1.128524e-01,-6.393155e+04,6.393155e+04,1.106557e+01,8.632094e-04
3.182066e+01,1.193819e-01,-6.398583e+04,6.398583e+04,1.106642e+01,1.276243e-03
3.193808e+01,1.316824e-01,-6.406142e+04,6.406142e+04,1.106760e+01,1.838433e-03
3.205550e+01,1.225288e-01,-6.405159e+04,6.405159e+04,1.106744e+01,2.622503e-03
3.217292e+01,1.093575e-01,-6.403724e+04,6.403724e+04,1.106722e+01,2.626386e-03
3.229034e+01,1.059340e-01,-6.403760e+04,6.403760e+04,1.106723e+01,1.546854e-03
